Company Name,Company Score,Alignment,Budget,Demand,Data Quality,Dev,F2P,Mobile,Fresh,Revenue,Funding,Headcount,Status,Volatility,Revenue ∆,Runway ∆,Headcount ∆,Hiring,URL,Country,FLAG,Notes,Discover Source,Created Date,Updated Date,Normalized Name
Usual Suspects,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,ringsofhell.blogspot.com,United States,,,,,2025-09-09,usual suspects
Erik Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,erikgames.com,,,,,,2025-09-09,erik
KaiKai,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,kaikai.games,France,,,,,2025-09-09,kaikai
Ulka Games LTD (Moonfrog,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,ulka.games,Bangladesh,,,,,2025-09-09,ulka moonfrog
Mindgame,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,mindgame.eu,Netherlands,,,,,2025-09-09,mindgame
Dimmerlight Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,dimmerlightstudios.com,United States,,,,,2025-09-09,dimmerlight
Triunfo Game Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,triunfogamestudios.com,Brazil,,,,,2025-09-09,triunfo
ANGEL,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,angelcorp.org,France,,,,,2025-09-09,angel
Thinklean Limited,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,pokerbros.net,United States,,,,,2025-09-09,thinklean
Mini Wizard Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/mini-wizard-studios,,,,,,2025-09-09,mini wizard
Veewo,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,veewo.com,China,,,,,2025-09-09,veewo
toast,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,playtoast.com,United States,,,,,2025-09-09,toast
Angel Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,angelstudio.us,United States,,,,,2025-09-09,angel
Trotzkind,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,trotzkind.com,Germany,,,,,2025-09-09,trotzkind
Unbound,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,unboundnation.io,Switzerland,,,,,2025-09-09,unbound
AnimatronX,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,animatronx.com,Georgia,,,,,2025-09-09,animatronx
Data7,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,luxnovusgame.com,United Kingdom,,,,,2025-09-09,data7
GameStake,6.4,0.0,20.7,0.0,,0.0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,gamestake
Battlesnake,6.3,0.0,20.6,0.0,,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,battlesnake
CAPSL Entertain...,6.3,0.0,20.6,0.0,,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,capsl entertain
WHO WE ARE,6.3,0.0,20.6,0.0,,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,who we are
Mogul Gaming,6.3,0.0,18.1,3.7,,0.0,0.0,0.0,0.0,41.6,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,https://www.mogulgamesinc.com/,,,,,,2025-09-09,mogul
Alpha Potato,6.3,0.0,20.6,0.0,,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,alpha potato
Sabi Sand Lodge,6.3,0.0,15.6,7.5,,0.0,0.0,0.0,0.0,0.0,0.0,71.6,0.0,13.6,0.0,0.0,43.4,0.0,cheetahplains.com,,,,,,2025-09-09,sabi sand lodge
Stakester,6.3,0.0,20.6,0.0,,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,stakester
CinemaBlend,6.3,0.0,14.8,8.8,,0.0,0.0,0.0,0.0,0.0,0.0,67.9,0.0,16.0,0.0,0.0,50.9,0.0,cinemablend.com,,,,,,2025-09-09,cinemablend
Auto Raja,6.2,0.0,20.1,0.0,,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,auto raja
Pocketful of Quarters,6.2,0.0,14.9,7.8,,0.0,0.0,0.0,0.0,0.0,0.0,68.4,0.0,14.2,0.0,0.0,45.3,0.0,pocketfulofquarters.com,United States,,,,,2025-09-09,pocketful of quarters
Glory Jam,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,rollinggloryjam.com,,,,,,2025-09-09,glory jam
Secur3D,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,secur3d.ai,Canada,,,,,2025-09-09,secur3d
Shaar,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,shaargame.com,United States,,,,,2025-09-09,shaar
Dream Foundry Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,dreamfoundrygames.com,United States,,,,,2025-09-09,dream foundry
Galactic Forge Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/galactic-forge-games,United States,,,,,2025-09-09,galactic forge
The Overmare Studios,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/the-overmare-studios,,,,,,2025-09-09,the overmare
Dragon's Eye Productions,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,furcadia.com,United States,,,,,2025-09-09,dragon eye productions
Shornali IT Solutions,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,shornaliit.com,Canada,,,,,2025-09-09,shornali it
Dream Parable,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,dreamparable.com,,,,,,2025-09-09,dream parable
The 4 Winds Entertainment,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,the4winds.com,Netherlands,,,,,2025-09-09,the winds
Galactic Annihilation,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,industrialannihilation.com,,,,,,2025-09-09,galactic annihilation
Forerunner,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,forerunnerltd.com,United Kingdom,,,,,2025-09-09,forerunner
Frogsong Studios,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,frogsong-studios.com,Sweden,,,,,2025-09-09,frogsong
The Monster Factory,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,themonster-factory.com,Canada,,,,,2025-09-09,the monster factory
OneBlock,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,oneblock.ai,United States,,,,,2025-09-09,oneblock
Serenico Labs,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,serenicolabs.com,India,,,,,2025-09-09,serenico labs
EF GAMES,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,ef.games,Spain,,,,,2025-09-09,ef
Thumb Culture,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,thumbculture.co.uk,United Kingdom,,,,,2025-09-09,thumb culture
World of Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,wogalzey.de,Germany,,,,,2025-09-09,world of
Endroad,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,endroad.fr,France,,,,,2025-09-09,endroad
Vi Tính Hoàng Long,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,vitinhhoanglong.com,Vietnam,,,,,2025-09-09,vi t nh ho ng long
SuperNimbus,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,supernimbus.net,Ireland,,,,,2025-09-09,supernimbus
SuperNatural Studios,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,supernaturalstudios.com,Canada,,,,,2025-09-09,supernatural
Estudio Ábrego,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,estudioabrego.com,Spain,,,,,2025-09-09,estudio brego
Streum On Studio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,streumon-studio.com,France,,,,,2025-09-09,streum on
Enludio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,enludio.com,United States,,,,,2025-09-09,enludio
Studio 397,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,studio-397.com,Netherlands,,,,,2025-09-09,
Enthariel Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,enthariel.com,Spain,,,,,2025-09-09,enthariel
Secret Powers,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,secretpowers.com,United States,,,,,2025-09-09,secret powers
Envision Studio Pvt,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,envisionstudio.xyz,Sri Lanka,,,,,2025-09-09,envision pvt
Spooky Doorway,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,spookydoorway.com,Ireland,,,,,2025-09-09,spooky doorway
Sumo Nottingham,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/sumo-nottingham,,,,,,2025-09-09,sumo nottingham
Ephemeral Cube,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,projecttimi.com,United States,,,,,2025-09-09,ephemeral cube
Weird Market,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,weirdmarket.es,Spain,,,,,2025-09-09,weird market
World Fandom,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,worldfandom.org,United States,,,,,2025-09-09,world fandom
Studio Kumiho,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,studiokumiho.com,United States,,,,,2025-09-09,kumiho
Studio Manette,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,studio-manette.com,France,,,,,2025-09-09,manette
Ernestine,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,ernestine-games.fr,France,,,,,2025-09-09,ernestine
WinWinMedia,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,winwinmedia.mobi,Singapore,,,,,2025-09-09,winwinmedia
Epiphany Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,epiphanygames.net,Lithuania,,,,,2025-09-09,epiphany
WePlay Media,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,weplay.media,United States,,,,,2025-09-09,weplay
Staples VR,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,staplesvr.com,New Zealand,,,,,2025-09-09,staples vr
SWAME studio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,swame.art,United States,,,,,2025-09-09,swame
Tech Immortals,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,immortalgroups.com,India,,,,,2025-09-09,immortals
Snap Finger Click,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,snapfingerclick.com,United Kingdom,,,,,2025-09-09,snap finger click
Signum Ludens,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,signumludens.com,Brazil,,,,,2025-09-09,signum ludens
Team Workbench,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,team-workbench.com,Netherlands,,,,,2025-09-09,team workbench
Silent Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,silentgames-studio.com,United Kingdom,,,,,2025-09-09,silent
Simulated Minds,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,simulated-minds.com,United States,,,,,2025-09-09,simulated minds
FiveD Official,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/fivedofficial,Pakistan,,,,,2025-09-09,fived official
Skyward Entertainment,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,skywardentertainment.com,Finland,,,,,2025-09-09,skyward
Fire Hose Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,firehosegames.com,United States,,,,,2025-09-09,fire hose
Figment Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,figment-games.com,China,,,,,2025-09-09,figment
TCB Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,tcbgames.com,United States,,,,,2025-09-09,tcb
United Skills,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,unitedskills.biz,United States,,,,,2025-09-09,united skills
Tale Era Interactive,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,taleera.com,,,,,,2025-09-09,tale era
EXOSTATIC,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,exostatic.com,Canada,,,,,2025-09-09,exostatic
Feed The Beast,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,feed-the-beast.com,United States,,,,,2025-09-09,feed the beast
Sobaka Studio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,sobakastudio.com,Kazakhstan,,,,,2025-09-09,sobaka
SOMETHING RANDOM S.A,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,somethingrandom.com,Poland,,,,,2025-09-09,something random
Sonderlust Studios,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,sonderluststudios.com,Canada,,,,,2025-09-09,sonderlust
Far Out Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,faroutgamestudio.com,Sweden,,,,,2025-09-09,far out
Space Whale Studio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,space-whale.com,,,,,,2025-09-09,space whale
FALKE ESPORTS,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,falkeesports.com,Spain,,,,,2025-09-09,falke esports
Elfshock,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,elfshock.com,Bulgaria,,,,,2025-09-09,elfshock
Fairyship Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,fairyshipgames.com,United States,,,,,2025-09-09,fairyship
北滩运动会,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,northbeachgames.com,United States,,,,,2025-09-09,
Game Caviar,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,gamecaviar.com,United States,,,,,2025-09-09,caviar
Pocketwatch Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,pocketwatchgames.com,United States,,,,,2025-09-09,pocketwatch
Game Draft,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,gamedraft.com,United States,,,,,2025-09-09,draft
Kingdom Raids,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,kingdomraids.io,Vietnam,,,,,2025-09-09,kingdom raids
No Clue Studios,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,noclue.lol,United States,,,,,2025-09-09,no clue
StarHeroes #onGameSwift 🎮,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,starheroes.io,,,,,,2025-09-09,starheroes ongameswift
Koalabs,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,koalabs-studio.com,France,,,,,2025-09-09,koalabs
JVA ASSOCIATES LIMITED,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,jvaassociates.com,United Kingdom,,,,,2025-09-09,jva associates
Nitrogen Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,nitrogengames.com,Tuerkiye,,,,,2025-09-09,nitrogen
KowiyGames,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,kowiygames.com,,,,,,2025-09-09,kowiygames
Kyr Music,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/kyr-music-llc,United States,,,,,2025-09-09,kyr music
Level 26 Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,level26.games,United Arab Emirates,,,,,2025-09-09,level
NextDay Software Solutions Private Limited,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,nextdaysoft.com,India,,,,,2025-09-09,nextday
Learn to Earn,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,learntoearn.dev,,,,,,2025-09-09,learn to earn
Kythera AI,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,kythera.ai,United Kingdom,,,,,2025-09-09,kythera ai
Local Labor Union,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/local-labor-union,United States,,,,,2025-09-09,local labor union
Layabox 搜游网络科技,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,layabox.com,China,,,,,2025-09-09,layabox
Legacy Labs,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,legacylabs.io,United States,,,,,2025-09-09,legacy labs
Starinno,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/starinno-inc-,,,,,,2025-09-09,starinno
Know Buddy Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/know-buddy-games,United States,,,,,2025-09-09,know buddy
Nog Studio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,nogstudio.com,France,,,,,2025-09-09,nog
Knight Models,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,knightmodels.com,Spain,,,,,2025-09-09,knight models
Klonk UG,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,klonk-games.com,Germany,,,,,2025-09-09,klonk ug
Nomada Studio,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,nomada.studio,Spain,,,,,2025-09-09,nomada
Nomadic Games,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/nomadic-games,Thailand,,,,,2025-09-09,nomadic
Insert Coin,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,,United Kingdom,,,,,2025-09-09,insert coin
Nordic Game Supply A/S,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,nordicgamesupply.com,Denmark,,,,,2025-09-09,nordic supply
Kinda Brave Entertainment,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,kindabrave.com,Sweden,,,,,2025-09-09,kinda brave
Kapital Bank,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,klix.cc,,,,,,2025-09-09,kapital bank
Symbol Zero,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,symbolzero.com,United States,,,,,2025-09-09,symbol zero
Oddworld Inhabitants,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/oddworld-inhabitants,,,,,,2025-09-09,oddworld inhabitants
THAMESLINK LIMITED,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,thameslinkrailway.com,United Kingdom,,,,,2025-09-09,thameslink
Joyport,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/joyport,,,,,,2025-09-09,joyport
JOYMORE NETWORK TECHNOLOGY CO. LIMITED,6.1,0.0,19.9,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/%e4%b8%8a%e6%b5%b7%e6%8e%8c%e6%a2%a6%e7%bd%91%e7%bb%9c%e7%a7%91%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,China,,,,,2025-09-09,joymore network
